CODIGODANEDEPARTAMENTO;DEPARTAMENTO;CODIGODANEMUNICIPIO;MUNICIPIO;PDET;IDSUBREGION;SUBREGION
41;HUILA;41132;CAMPOALEGRE;0;NULL;NULL
41;HUILA;41206;COLOMBIA;0;NULL;NULL
41;HUILA;41244;ELÍAS;0;NULL;NULL
41;HUILA;41298;GARZÓN;0;NULL;NULL
41;HUILA;41306;GIGANTE;0;NULL;NULL
41;HUILA;41319;GUADALUPE;0;NULL;NULL
41;HUILA;41349;HOBO;0;NULL;NULL
41;HUILA;41357;ÍQUIRA;0;NULL;NULL
41;HUILA;41359;ISNOS;0;NULL;NULL
41;HUILA;41378;LA ARGENTINA;0;NULL;NULL
41;HUILA;41396;LA PLATA;0;NULL;NULL
41;HUILA;41483;NÁTAGA;0;NULL;NULL
41;HUILA;41503;OPORAPA;0;NULL;NULL
41;HUILA;41518;PAICOL;0;NULL;NULL
41;HUILA;41524;PALERMO;0;NULL;NULL
41;HUILA;41530;PALESTINA;0;NULL;NULL
41;HUILA;41548;PITAL;0;NULL;NULL
41;HUILA;41551;PITALITO;0;NULL;NULL
41;HUILA;41615;RIVERA;0;NULL;NULL
41;HUILA;41660;SALADOBLANCO;0;NULL;NULL
41;HUILA;41668;SAN AGUSTÍN;0;NULL;NULL
41;HUILA;41676;SANTA MARÍA;0;NULL;NULL
41;HUILA;41770;SUAZA;0;NULL;NULL
41;HUILA;41791;TARQUI;0;NULL;NULL
41;HUILA;41797;TESALIA;0;NULL;NULL
41;HUILA;41799;TELLO;0;NULL;NULL
41;HUILA;41801;TERUEL;0;NULL;NULL
41;HUILA;41807;TIMANÁ;0;NULL;NULL
41;HUILA;41872;VILLAVIEJA;0;NULL;NULL
41;HUILA;41885;YAGUARÁ;0;NULL;NULL
44;LA GUAJIRA;44001;RIOHACHA;0;NULL;NULL
44;LA GUAJIRA;44035;ALBANIA;0;NULL;NULL
44;LA GUAJIRA;44078;BARRANCAS;0;NULL;NULL
44;LA GUAJIRA;44090;DIBULLA;1;12;SIERRA NEVADA - PERIJÁ
44;LA GUAJIRA;44098;DISTRACCIÓN;0;NULL;NULL
44;LA GUAJIRA;44110;EL MOLINO;0;NULL;NULL
44;LA GUAJIRA;44279;FONSECA;1;12;SIERRA NEVADA - PERIJÁ
44;LA GUAJIRA;44378;HATONUEVO;0;NULL;NULL
44;LA GUAJIRA;44420;LA JAGUA DEL PILAR;0;NULL;NULL
44;LA GUAJIRA;44430;MAICAO;0;NULL;NULL
44;LA GUAJIRA;44560;MANAURE;0;NULL;NULL
44;LA GUAJIRA;44650;SAN JUAN DEL CESAR;1;12;SIERRA NEVADA - PERIJÁ
44;LA GUAJIRA;44847;URIBIA;0;NULL;NULL
44;LA GUAJIRA;44855;URUMITA;0;NULL;NULL
44;LA GUAJIRA;44874;VILLANUEVA;0;NULL;NULL
47;MAGDALENA;47001;SANTA MARTA;1;12;SIERRA NEVADA - PERIJÁ
47;MAGDALENA;47030;ALGARROBO;0;NULL;NULL
47;MAGDALENA;47053;ARACATACA;1;12;SIERRA NEVADA - PERIJÁ
47;MAGDALENA;47058;ARIGUANÍ;0;NULL;NULL
47;MAGDALENA;47161;CERRO DE SAN ANTONIO;0;NULL;NULL
47;MAGDALENA;47170;CHIVOLO;0;NULL;NULL
47;MAGDALENA;47189;CIÉNAGA;1;12;SIERRA NEVADA - PERIJÁ
47;MAGDALENA;47205;CONCORDIA;0;NULL;NULL
47;MAGDALENA;47245;EL BANCO;0;NULL;NULL
47;MAGDALENA;47258;EL PIÑÓN;0;NULL;NULL
47;MAGDALENA;47268;EL RETÉN;0;NULL;NULL
47;MAGDALENA;47288;FUNDACIÓN;1;12;SIERRA NEVADA - PERIJÁ
47;MAGDALENA;47318;GUAMAL;0;NULL;NULL
47;MAGDALENA;47460;NUEVA GRANADA;0;NULL;NULL
47;MAGDALENA;47541;PEDRAZA;0;NULL;NULL
47;MAGDALENA;47545;PIJIÑO DEL CARMEN;0;NULL;NULL
47;MAGDALENA;47551;PIVIJAY;0;NULL;NULL
47;MAGDALENA;47555;PLATO;0;NULL;NULL
47;MAGDALENA;47570;PUEBLOVIEJO;0;NULL;NULL
47;MAGDALENA;47605;REMOLINO;0;NULL;NULL
47;MAGDALENA;47660;SABANAS DE SAN ÁNGEL;0;NULL;NULL
47;MAGDALENA;47675;SALAMINA;0;NULL;NULL
47;MAGDALENA;47692;SAN SEBASTIÁN DE BUENAVISTA;0;NULL;NULL
47;MAGDALENA;47703;SAN ZENÓN;0;NULL;NULL
47;MAGDALENA;47707;SANTA ANA;0;NULL;NULL
47;MAGDALENA;47720;SANTA BÁRBARA DE PINTO;0;NULL;NULL
47;MAGDALENA;47745;SITIONUEVO;0;NULL;NULL
47;MAGDALENA;47798;TENERIFE;0;NULL;NULL
47;MAGDALENA;47960;ZAPAYÁN;0;NULL;NULL
47;MAGDALENA;47980;ZONA BANANERA;0;NULL;NULL
50;META;50001;VILLAVICENCIO;0;NULL;NULL
50;META;50006;ACACÍAS;0;NULL;NULL
50;META;50110;BARRANCA DE UPÍA;0;NULL;NULL
50;META;50124;CABUYARO;0;NULL;NULL
50;META;50150;CASTILLA LA NUEVA;0;NULL;NULL
50;META;50223;SAN LUIS DE CUBARRAL;0;NULL;NULL
50;META;50226;CUMARAL;0;NULL;NULL
50;META;50245;EL CALVARIO;0;NULL;NULL
50;META;50251;EL CASTILLO;0;NULL;NULL
50;META;50270;EL DORADO;0;NULL;NULL
50;META;50287;FUENTE DE ORO;0;NULL;NULL
50;META;50313;GRANADA;0;NULL;NULL
50;META;50318;GUAMAL;0;NULL;NULL
50;META;50325;MAPIRIPÁN;1;7;MACARENA - GUAVIARE
50;META;50330;MESETAS;1;7;MACARENA - GUAVIARE
50;META;50350;LA MACARENA;1;7;MACARENA - GUAVIARE
50;META;50370;URIBE;1;7;MACARENA - GUAVIARE
50;META;50400;LEJANÍAS;0;NULL;NULL
50;META;50450;PUERTO CONCORDIA;1;7;MACARENA - GUAVIARE
50;META;50568;PUERTO GAITÁN;0;NULL;NULL
50;META;50573;PUERTO LÓPEZ;0;NULL;NULL
50;META;50577;PUERTO LLERAS;1;7;MACARENA - GUAVIARE
50;META;50590;PUERTO RICO;1;7;MACARENA - GUAVIARE
50;META;50606;RESTREPO;0;NULL;NULL
50;META;50680;SAN CARLOS DE GUAROA;0;NULL;NULL
50;META;50683;SAN JUAN DE ARAMA;0;NULL;NULL
50;META;50686;SAN JUANITO;0;NULL;NULL
50;META;50689;SAN MARTÍN;0;NULL;NULL
50;META;50711;VISTA HERMOSA;1;7;MACARENA - GUAVIARE
52;NARIÑO;52001;PASTO;0;NULL;NULL
52;NARIÑO;52019;ALBÁN;0;NULL;NULL
52;NARIÑO;52022;ALDANA;0;NULL;NULL
52;NARIÑO;52036;ANCUYÁ;0;NULL;NULL
52;NARIÑO;52051;ARBOLEDA;0;NULL;NULL
52;NARIÑO;52079;BARBACOAS;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52083;BELÉN;0;NULL;NULL
52;NARIÑO;52110;BUESACO;0;NULL;NULL
52;NARIÑO;52203;COLÓN;0;NULL;NULL
52;NARIÑO;52207;CONSACÁ;0;NULL;NULL
52;NARIÑO;52210;CONTADERO;0;NULL;NULL
52;NARIÑO;52215;CÓRDOBA;0;NULL;NULL
52;NARIÑO;52224;CUASPÚD;0;NULL;NULL
52;NARIÑO;52227;CUMBAL;0;NULL;NULL
52;NARIÑO;52233;CUMBITARA;1;1;ALTO PATÍA Y NORTE DEL CAUCA
52;NARIÑO;52240;CHACHAGÜÍ;0;NULL;NULL
52;NARIÑO;52250;EL CHARCO;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52254;EL PEÑOL;0;NULL;NULL
52;NARIÑO;52256;EL ROSARIO;1;1;ALTO PATÍA Y NORTE DEL CAUCA
52;NARIÑO;52258;EL TABLÓN DE GÓMEZ;0;NULL;NULL
52;NARIÑO;52260;EL TAMBO;0;NULL;NULL
52;NARIÑO;52287;FUNES;0;NULL;NULL
52;NARIÑO;52317;GUACHUCAL;0;NULL;NULL
52;NARIÑO;52320;GUAITARILLA;0;NULL;NULL
52;NARIÑO;52323;GUALMATÁN;0;NULL;NULL
52;NARIÑO;52352;ILES;0;NULL;NULL
52;NARIÑO;52354;IMUÉS;0;NULL;NULL
52;NARIÑO;52356;IPIALES;0;NULL;NULL
52;NARIÑO;52378;LA CRUZ;0;NULL;NULL
52;NARIÑO;52381;LA FLORIDA;0;NULL;NULL
52;NARIÑO;52385;LA LLANADA;0;NULL;NULL
52;NARIÑO;52390;LA TOLA;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52399;LA UNIÓN;0;NULL;NULL
52;NARIÑO;52405;LEIVA;1;1;ALTO PATÍA Y NORTE DEL CAUCA
52;NARIÑO;52411;LINARES;0;NULL;NULL
52;NARIÑO;52418;LOS ANDES;1;1;ALTO PATÍA Y NORTE DEL CAUCA
52;NARIÑO;52427;MAGÜÍ;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52435;MALLAMA;0;NULL;NULL
52;NARIÑO;52473;MOSQUERA;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52480;NARIÑO;0;NULL;NULL
52;NARIÑO;52490;OLAYA HERRERA;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52506;OSPINA;0;NULL;NULL
52;NARIÑO;52520;FRANCISCO PIZARRO;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52540;POLICARPA;1;1;ALTO PATÍA Y NORTE DEL CAUCA
52;NARIÑO;52560;POTOSÍ;0;NULL;NULL
52;NARIÑO;52565;PROVIDENCIA;0;NULL;NULL
52;NARIÑO;52573;PUERRES;0;NULL;NULL
52;NARIÑO;52585;PUPIALES;0;NULL;NULL
52;NARIÑO;52612;RICAURTE;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52621;ROBERTO PAYÁN;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52678;SAMANIEGO;0;NULL;NULL
52;NARIÑO;52683;SANDONÁ;0;NULL;NULL
52;NARIÑO;52685;SAN BERNARDO;0;NULL;NULL
52;NARIÑO;52687;SAN LORENZO;0;NULL;NULL
52;NARIÑO;52693;SAN PABLO;0;NULL;NULL
52;NARIÑO;52694;SAN PEDRO DE CARTAGO;0;NULL;NULL
52;NARIÑO;52696;SANTA BÁRBARA;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52699;SANTACRUZ;0;NULL;NULL
52;NARIÑO;52720;SAPUYES;0;NULL;NULL
52;NARIÑO;52786;TAMINANGO;0;NULL;NULL
52;NARIÑO;52788;TANGUA;0;NULL;NULL
52;NARIÑO;52835;SAN ANDRÉS DE TUMACO;1;10;PACÍFICO Y FRONTERA NARIÑENSE
52;NARIÑO;52838;TÚQUERRES;0;NULL;NULL
52;NARIÑO;52885;YACUANQUER;0;NULL;NULL
54;NORTE DE SANTANDER;54001;CÚCUTA;0;NULL;NULL
54;NORTE DE SANTANDER;54003;ÁBREGO;0;NULL;NULL
54;NORTE DE SANTANDER;54051;ARBOLEDAS;0;NULL;NULL
54;NORTE DE SANTANDER;54099;BOCHALEMA;0;NULL;NULL
54;NORTE DE SANTANDER;54109;BUCARASICA;0;NULL;NULL
54;NORTE DE SANTANDER;54125;CÁCOTA;0;NULL;NULL
54;NORTE DE SANTANDER;54128;CÁCHIRA;0;NULL;NULL
54;NORTE DE SANTANDER;54172;CHINÁCOTA;0;NULL;NULL
54;NORTE DE SANTANDER;54174;CHITAGÁ;0;NULL;NULL
54;NORTE DE SANTANDER;54206;CONVENCIÓN;1;4;CATATUMBO
54;NORTE DE SANTANDER;54223;CUCUTILLA;0;NULL;NULL
54;NORTE DE SANTANDER;54239;DURANIA;0;NULL;NULL
54;NORTE DE SANTANDER;54245;EL CARMEN;1;4;CATATUMBO
54;NORTE DE SANTANDER;54250;EL TARRA;1;4;CATATUMBO
54;NORTE DE SANTANDER;54261;EL ZULIA;0;NULL;NULL
54;NORTE DE SANTANDER;54313;GRAMALOTE;0;NULL;NULL
54;NORTE DE SANTANDER;54344;HACARÍ;1;4;CATATUMBO
54;NORTE DE SANTANDER;54347;HERRÁN;0;NULL;NULL
54;NORTE DE SANTANDER;54377;LABATECA;0;NULL;NULL
54;NORTE DE SANTANDER;54385;LA ESPERANZA;0;NULL;NULL
54;NORTE DE SANTANDER;54398;LA PLAYA;0;NULL;NULL
54;NORTE DE SANTANDER;54405;LOS PATIOS;0;NULL;NULL
54;NORTE DE SANTANDER;54418;LOURDES;0;NULL;NULL
54;NORTE DE SANTANDER;54480;MUTISCUA;0;NULL;NULL
54;NORTE DE SANTANDER;54498;OCAÑA;0;NULL;NULL
54;NORTE DE SANTANDER;54518;PAMPLONA;0;NULL;NULL
54;NORTE DE SANTANDER;54520;PAMPLONITA;0;NULL;NULL
54;NORTE DE SANTANDER;54553;PUERTO SANTANDER;0;NULL;NULL
54;NORTE DE SANTANDER;54599;RAGONVALIA;0;NULL;NULL
54;NORTE DE SANTANDER;54660;SALAZAR;0;NULL;NULL
54;NORTE DE SANTANDER;54670;SAN CALIXTO;1;4;CATATUMBO
54;NORTE DE SANTANDER;54673;SAN CAYETANO;0;NULL;NULL
54;NORTE DE SANTANDER;54680;SANTIAGO;0;NULL;NULL
54;NORTE DE SANTANDER;54720;SARDINATA;1;4;CATATUMBO
54;NORTE DE SANTANDER;54743;SILOS;0;NULL;NULL
54;NORTE DE SANTANDER;54800;TEORAMA;1;4;CATATUMBO
54;NORTE DE SANTANDER;54810;TIBÚ;1;4;CATATUMBO
54;NORTE DE SANTANDER;54820;TOLEDO;0;NULL;NULL
54;NORTE DE SANTANDER;54871;VILLA CARO;0;NULL;NULL
54;NORTE DE SANTANDER;54874;VILLA DEL ROSARIO;0;NULL;NULL
63;QUINDIO;63001;ARMENIA;0;NULL;NULL
63;QUINDIO;63111;BUENAVISTA;0;NULL;NULL
63;QUINDIO;63130;CALARCÁ;0;NULL;NULL
63;QUINDIO;63190;CIRCASIA;0;NULL;NULL
63;QUINDIO;63212;CÓRDOBA;0;NULL;NULL
63;QUINDIO;63272;FILANDIA;0;NULL;NULL
63;QUINDIO;63302;GÉNOVA;0;NULL;NULL
63;QUINDIO;63401;LA TEBAIDA;0;NULL;NULL
63;QUINDIO;63470;MONTENEGRO;0;NULL;NULL
63;QUINDIO;63548;PIJAO;0;NULL;NULL
63;QUINDIO;63594;QUIMBAYA;0;NULL;NULL
63;QUINDIO;63690;SALENTO;0;NULL;NULL
66;RISARALDA;66001;PEREIRA;0;NULL;NULL
66;RISARALDA;66045;APÍA;0;NULL;NULL
66;RISARALDA;66075;BALBOA;0;NULL;NULL
66;RISARALDA;66088;BELÉN DE UMBRÍA;0;NULL;NULL
66;RISARALDA;66170;DOSQUEBRADAS;0;NULL;NULL
66;RISARALDA;66318;GUÁTICA;0;NULL;NULL
66;RISARALDA;66383;LA CELIA;0;NULL;NULL
66;RISARALDA;66400;LA VIRGINIA;0;NULL;NULL
66;RISARALDA;66440;MARSELLA;0;NULL;NULL
66;RISARALDA;66456;MISTRATÓ;0;NULL;NULL
66;RISARALDA;66572;PUEBLO RICO;0;NULL;NULL
66;RISARALDA;66594;QUINCHÍA;0;NULL;NULL
66;RISARALDA;66682;SANTA ROSA DE CABAL;0;NULL;NULL
66;RISARALDA;66687;SANTUARIO;0;NULL;NULL
68;SANTANDER;68001;BUCARAMANGA;0;NULL;NULL
68;SANTANDER;68013;AGUADA;0;NULL;NULL
68;SANTANDER;68020;ALBANIA;0;NULL;NULL
68;SANTANDER;68051;ARATOCA;0;NULL;NULL
68;SANTANDER;68077;BARBOSA;0;NULL;NULL
68;SANTANDER;68079;BARICHARA;0;NULL;NULL
68;SANTANDER;68081;BARRANCABERMEJA;0;NULL;NULL
68;SANTANDER;68092;BETULIA;0;NULL;NULL
68;SANTANDER;68101;BOLÍVAR;0;NULL;NULL
68;SANTANDER;68121;CABRERA;0;NULL;NULL
68;SANTANDER;68132;CALIFORNIA;0;NULL;NULL
68;SANTANDER;68147;CAPITANEJO;0;NULL;NULL
68;SANTANDER;68152;CARCASÍ;0;NULL;NULL
68;SANTANDER;68160;CEPITÁ;0;NULL;NULL
68;SANTANDER;68162;CERRITO;0;NULL;NULL
68;SANTANDER;68167;CHARALÁ;0;NULL;NULL
68;SANTANDER;68169;CHARTA;0;NULL;NULL
68;SANTANDER;68176;CHIMA;0;NULL;NULL
68;SANTANDER;68179;CHIPATÁ;0;NULL;NULL
68;SANTANDER;68190;CIMITARRA;0;NULL;NULL
68;SANTANDER;68207;CONCEPCIÓN;0;NULL;NULL
68;SANTANDER;68209;CONFINES;0;NULL;NULL
68;SANTANDER;68211;CONTRATACIÓN;0;NULL;NULL
68;SANTANDER;68217;COROMORO;0;NULL;NULL
68;SANTANDER;68229;CURITÍ;0;NULL;NULL
68;SANTANDER;68235;EL CARMEN DE CHUCURÍ;0;NULL;NULL
68;SANTANDER;68245;EL GUACAMAYO;0;NULL;NULL
68;SANTANDER;68250;EL PEÑÓN;0;NULL;NULL
68;SANTANDER;68255;EL PLAYÓN;0;NULL;NULL
68;SANTANDER;68264;ENCINO;0;NULL;NULL
68;SANTANDER;68266;ENCISO;0;NULL;NULL
68;SANTANDER;68271;FLORIÁN;0;NULL;NULL
68;SANTANDER;68276;FLORIDABLANCA;0;NULL;NULL
68;SANTANDER;68296;GALÁN;0;NULL;NULL
68;SANTANDER;68298;GÁMBITA;0;NULL;NULL
68;SANTANDER;68307;GIRÓN;0;NULL;NULL
68;SANTANDER;68318;GUACA;0;NULL;NULL
68;SANTANDER;68320;GUADALUPE;0;NULL;NULL
68;SANTANDER;68322;GUAPOTÁ;0;NULL;NULL
68;SANTANDER;68324;GUAVATÁ;0;NULL;NULL
68;SANTANDER;68327;GÜEPSA;0;NULL;NULL
68;SANTANDER;68344;HATO;0;NULL;NULL
68;SANTANDER;68368;JESÚS MARÍA;0;NULL;NULL
68;SANTANDER;68370;JORDÁN;0;NULL;NULL
68;SANTANDER;68377;LA BELLEZA;0;NULL;NULL
68;SANTANDER;68385;LANDÁZURI;0;NULL;NULL
68;SANTANDER;68397;LA PAZ;0;NULL;NULL
68;SANTANDER;68406;LEBRIJA;0;NULL;NULL
68;SANTANDER;68418;LOS SANTOS;0;NULL;NULL
68;SANTANDER;68425;MACARAVITA;0;NULL;NULL
68;SANTANDER;68432;MÁLAGA;0;NULL;NULL
68;SANTANDER;68444;MATANZA;0;NULL;NULL
68;SANTANDER;68464;MOGOTES;0;NULL;NULL
68;SANTANDER;68468;MOLAGAVITA;0;NULL;NULL
68;SANTANDER;68498;OCAMONTE;0;NULL;NULL
68;SANTANDER;68500;OIBA;0;NULL;NULL
68;SANTANDER;68502;ONZAGA;0;NULL;NULL
68;SANTANDER;68522;PALMAR;0;NULL;NULL
68;SANTANDER;68524;PALMAS DEL SOCORRO;0;NULL;NULL
68;SANTANDER;68533;PÁRAMO;0;NULL;NULL
68;SANTANDER;68547;PIEDECUESTA;0;NULL;NULL
68;SANTANDER;68549;PINCHOTE;0;NULL;NULL
68;SANTANDER;68572;PUENTE NACIONAL;0;NULL;NULL
68;SANTANDER;68573;PUERTO PARRA;0;NULL;NULL
68;SANTANDER;68575;PUERTO WILCHES;0;NULL;NULL
68;SANTANDER;68615;RIONEGRO;0;NULL;NULL
68;SANTANDER;68655;SABANA DE TORRES;0;NULL;NULL
68;SANTANDER;68669;SAN ANDRÉS;0;NULL;NULL
68;SANTANDER;68673;SAN BENITO;0;NULL;NULL
68;SANTANDER;68679;SAN GIL;0;NULL;NULL
68;SANTANDER;68682;SAN JOAQUÍN;0;NULL;NULL
68;SANTANDER;68684;SAN JOSÉ DE MIRANDA;0;NULL;NULL
68;SANTANDER;68686;SAN MIGUEL;0;NULL;NULL
68;SANTANDER;68689;SAN VICENTE DE CHUCURÍ;0;NULL;NULL
68;SANTANDER;68705;SANTA BÁRBARA;0;NULL;NULL
68;SANTANDER;68720;SANTA HELENA DEL OPÓN;0;NULL;NULL
68;SANTANDER;68745;SIMACOTA;0;NULL;NULL
68;SANTANDER;68755;SOCORRO;0;NULL;NULL
68;SANTANDER;68770;SUAITA;0;NULL;NULL
68;SANTANDER;68773;SUCRE;0;NULL;NULL
68;SANTANDER;68780;SURATÁ;0;NULL;NULL
68;SANTANDER;68820;TONA;0;NULL;NULL
68;SANTANDER;68855;VALLE DE SAN JOSÉ;0;NULL;NULL
68;SANTANDER;68861;VÉLEZ;0;NULL;NULL
68;SANTANDER;68867;VETAS;0;NULL;NULL
68;SANTANDER;68872;VILLANUEVA;0;NULL;NULL
68;SANTANDER;68895;ZAPATOCA;0;NULL;NULL
70;SUCRE;70001;SINCELEJO;0;NULL;NULL
70;SUCRE;70110;BUENAVISTA;0;NULL;NULL
70;SUCRE;70124;CAIMITO;0;NULL;NULL
70;SUCRE;70204;COLOSO;1;8;MONTES DE MARÍA
70;SUCRE;70215;COROZAL;0;NULL;NULL
70;SUCRE;70221;COVEÑAS;0;NULL;NULL
70;SUCRE;70230;CHALÁN;1;8;MONTES DE MARÍA
70;SUCRE;70233;EL ROBLE;0;NULL;NULL
70;SUCRE;70235;GALERAS;0;NULL;NULL
70;SUCRE;70265;GUARANDA;0;NULL;NULL
70;SUCRE;70400;LA UNIÓN;0;NULL;NULL
70;SUCRE;70418;LOS PALMITOS;1;8;MONTES DE MARÍA
70;SUCRE;70429;MAJAGUAL;0;NULL;NULL
70;SUCRE;70473;MORROA;1;8;MONTES DE MARÍA
70;SUCRE;70508;OVEJAS;1;8;MONTES DE MARÍA
70;SUCRE;70523;PALMITO;1;8;MONTES DE MARÍA
70;SUCRE;70670;SAMPUÉS;0;NULL;NULL
70;SUCRE;70678;SAN BENITO ABAD;0;NULL;NULL
70;SUCRE;70702;SAN JUAN DE BETULIA;0;NULL;NULL
70;SUCRE;70708;SAN MARCOS;0;NULL;NULL
70;SUCRE;70713;SAN ONOFRE;1;8;MONTES DE MARÍA
70;SUCRE;70717;SAN PEDRO;0;NULL;NULL
70;SUCRE;70742;SAN LUIS DE SINCÉ;0;NULL;NULL
70;SUCRE;70771;SUCRE;0;NULL;NULL
70;SUCRE;70820;SANTIAGO DE TOLÚ;0;NULL;NULL
70;SUCRE;70823;TOLÚ VIEJO;1;8;MONTES DE MARÍA
73;TOLIMA;73001;IBAGUÉ;0;NULL;NULL
73;TOLIMA;73024;ALPUJARRA;0;NULL;NULL
73;TOLIMA;73026;ALVARADO;0;NULL;NULL
73;TOLIMA;73030;AMBALEMA;0;NULL;NULL
73;TOLIMA;73043;ANZOÁTEGUI;0;NULL;NULL
73;TOLIMA;73055;ARMERO GUAYABAL;0;NULL;NULL
73;TOLIMA;73067;ATACO;1;15;SUR DEL TOLIMA
73;TOLIMA;73124;CAJAMARCA;0;NULL;NULL
73;TOLIMA;73148;CARMEN DE APICALÁ;0;NULL;NULL
73;TOLIMA;73152;CASABIANCA;0;NULL;NULL
73;TOLIMA;73168;CHAPARRAL;1;15;SUR DEL TOLIMA
73;TOLIMA;73200;COELLO;0;NULL;NULL
73;TOLIMA;73217;COYAIMA;0;NULL;NULL
73;TOLIMA;73226;CUNDAY;0;NULL;NULL
73;TOLIMA;73236;DOLORES;0;NULL;NULL
73;TOLIMA;73268;ESPINAL;0;NULL;NULL
73;TOLIMA;73270;FALAN;0;NULL;NULL
73;TOLIMA;73275;FLANDES;0;NULL;NULL
73;TOLIMA;73283;FRESNO;0;NULL;NULL
73;TOLIMA;73319;GUAMO;0;NULL;NULL
73;TOLIMA;73347;HERVEO;0;NULL;NULL
73;TOLIMA;73349;HONDA;0;NULL;NULL
73;TOLIMA;73352;ICONONZO;0;NULL;NULL
73;TOLIMA;73408;LÉRIDA;0;NULL;NULL
73;TOLIMA;73411;LÍBANO;0;NULL;NULL
73;TOLIMA;73443;SAN SEBASTIÁN DE MARIQUITA;0;NULL;NULL
73;TOLIMA;73449;MELGAR;0;NULL;NULL
73;TOLIMA;73461;MURILLO;0;NULL;NULL
73;TOLIMA;73483;NATAGAIMA;0;NULL;NULL
73;TOLIMA;73504;ORTEGA;0;NULL;NULL
73;TOLIMA;73520;PALOCABILDO;0;NULL;NULL
73;TOLIMA;73547;PIEDRAS;0;NULL;NULL
73;TOLIMA;73555;PLANADAS;1;15;SUR DEL TOLIMA
73;TOLIMA;73563;PRADO;0;NULL;NULL
73;TOLIMA;73585;PURIFICACIÓN;0;NULL;NULL
73;TOLIMA;73616;RIOBLANCO;1;15;SUR DEL TOLIMA
73;TOLIMA;73622;RONCESVALLES;0;NULL;NULL
73;TOLIMA;73624;ROVIRA;0;NULL;NULL
73;TOLIMA;73671;SALDAÑA;0;NULL;NULL
73;TOLIMA;73675;SAN ANTONIO;0;NULL;NULL
73;TOLIMA;73678;SAN LUIS;0;NULL;NULL
73;TOLIMA;73686;SANTA ISABEL;0;NULL;NULL
73;TOLIMA;73770;SUÁREZ;0;NULL;NULL
73;TOLIMA;73854;VALLE DE SAN JUAN;0;NULL;NULL
73;TOLIMA;73861;VENADILLO;0;NULL;NULL
73;TOLIMA;73870;VILLAHERMOSA;0;NULL;NULL
73;TOLIMA;73873;VILLARRICA;0;NULL;NULL
76;VALLE DEL CAUCA;76001;CALI;0;NULL;NULL
76;VALLE DEL CAUCA;76020;ALCALÁ;0;NULL;NULL
76;VALLE DEL CAUCA;76036;ANDALUCÍA;0;NULL;NULL
76;VALLE DEL CAUCA;76041;ANSERMANUEVO;0;NULL;NULL
76;VALLE DEL CAUCA;76054;ARGELIA;0;NULL;NULL
76;VALLE DEL CAUCA;76100;BOLÍVAR;0;NULL;NULL
76;VALLE DEL CAUCA;76109;BUENAVENTURA;1;9;PACÍFICO MEDIO
76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;0;NULL;NULL
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;0;NULL;NULL
76;VALLE DEL CAUCA;76122;CAICEDONIA;0;NULL;NULL
76;VALLE DEL CAUCA;76126;CALIMA;0;NULL;NULL
76;VALLE DEL CAUCA;76130;CANDELARIA;0;NULL;NULL
76;VALLE DEL CAUCA;76147;CARTAGO;0;NULL;NULL
76;VALLE DEL CAUCA;76233;DAGUA;0;NULL;NULL
76;VALLE DEL CAUCA;76243;EL ÁGUILA;0;NULL;NULL
76;VALLE DEL CAUCA;76246;EL CAIRO;0;NULL;NULL
76;VALLE DEL CAUCA;76248;EL CERRITO;0;NULL;NULL
76;VALLE DEL CAUCA;76250;EL DOVIO;0;NULL;NULL
76;VALLE DEL CAUCA;76275;FLORIDA;1;1;ALTO PATÍA Y NORTE DEL CAUCA
76;VALLE DEL CAUCA;76306;GINEBRA;0;NULL;NULL
76;VALLE DEL CAUCA;76318;GUACARÍ;0;NULL;NULL
76;VALLE DEL CAUCA;76364;JAMUNDÍ;0;NULL;NULL
76;VALLE DEL CAUCA;76377;LA CUMBRE;0;NULL;NULL
76;VALLE DEL CAUCA;76400;LA UNIÓN;0;NULL;NULL
76;VALLE DEL CAUCA;76403;LA VICTORIA;0;NULL;NULL
76;VALLE DEL CAUCA;76497;OBANDO;0;NULL;NULL
76;VALLE DEL CAUCA;76520;PALMIRA;0;NULL;NULL
76;VALLE DEL CAUCA;76563;PRADERA;1;1;ALTO PATÍA Y NORTE DEL CAUCA
76;VALLE DEL CAUCA;76606;RESTREPO;0;NULL;NULL
76;VALLE DEL CAUCA;76616;RIOFRÍO;0;NULL;NULL
76;VALLE DEL CAUCA;76622;ROLDANILLO;0;NULL;NULL
76;VALLE DEL CAUCA;76670;SAN PEDRO;0;NULL;NULL
